Topic,Topic2,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Perspective2,Category1,Country,Novelty_Score
#summer,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@RootdHealth,#giveaway,soda,last 3 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@phillipsbeer,Hot,soda,last year,0.636,63.6,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Cheddar Cheese,Mustard,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cream,Provolone Cheese,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Croissants,Onion,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Croissants,Veggies,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mineral Water,Soda,soda,last 3 month,0.6124,61.239998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,#beverage,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Mint,#lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Onion,Fried Eggs,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Pork,Soda,soda,last year,0.44789997,44.789997,5,500.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Soda,Bean Soup,soda,last 6 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,#Essentials,soda,last year,0.0,-0.9828149,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Sugar,Fat,soda,last year,0.0,-1.0144864,0,-0.99750626,0.0,Ingredient,Ingredient,Beverage,Canada,
#Angular,#developerlife,tonic,last 6 month,0.6369,63.690002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#Ginvent,Stick,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Motivation,Beverage,Canada,
#cocktails,@craftandcochest,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#fevertree,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#fevertree,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gin&tonic,#bluehenntonic,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gin&tonic,#spanishgin,tonic,last 3 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@DoubleDutchMix,@craftandcochest,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@DoubleDutchMix,@craftandcochest,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@GinFoundry,Fresh,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
@GinFoundry,Stick,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Motivation,Beverage,Canada,
@Radio702,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@altamc,@MapsMaponyane,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Gin,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Fever Tree,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Rosemary,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,@craftandcochest,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,Water,tonic,last 6 month,0.3612,36.12,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#arcade,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#drummer,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#flavors,Biotech,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#groove,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#jazz,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@WindowTrendsHI,#homedecor,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
@raemack2488,Sugar,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Coke,#ElectionNight,ginger ale,last year,0.0,-1.0182682,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Lemon,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Ginger Ale,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Flat,Coke,ginger ale,last year,0.0,0.0,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Gin,Ginger Ale,ginger ale,last 3 month,0.0,-0.9858277,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Human,#artificial,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Motivation,Hashtag,Beverage,Canada,8.834928
Sweet Pickles,@Jaguars,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#NOTANAD,Sparkling Water,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craft,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fizzyfriday,#sparklingwater,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#giveaway,@homejobsbymom,soda,last month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#supercharged,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@RootdHealth,@homejobsbymom,soda,last 6 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Cheddar Cheese,Veggies,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Fresh Lime,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Game,Wonka,soda,last year,-0.508,-50.800003,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Ice Cream,Soda,soda,last 6 month,0.8388,83.880005,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Ice Cream,Soda,soda,last year,0.8388,83.880005,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Juice,Grape,soda,last 6 month,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Mineral Water,Soda,soda,last year,0.6124,61.239998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,#craft,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Sparkling Water,Tangerine,soda,last 6 month,0.0,-0.98481625,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Tuna,Onion,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Soda,soda,last year,-0.1027,-10.27,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#Ginvent,Orange,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
#bbcqt,@bbcquestiontime,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,Fever Tree,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#craftcocktails,Rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fevertree,Tonic Water,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#ginandtonic,#craftcocktails,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#howsyourheadhun,@michellevisage,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#portlandbars,Tonic Water,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#shame,Vodka,tonic,last year,0.0,-1.0117772,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@CenterParcsUK,@liamsteevenson,tonic,last year,0.0,-0.98953426,0,-0.99667776,0.0,Hashtag,Hashtag,Beverage,Canada,
@DoubleDutchMix,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@GinFoundry,Cinnamon,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
@Radio702,Tonic,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@craftandcochest,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@craftandcochest,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
Fever Tree,Tonic,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Fever Tree,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#ginandtonic,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@GinFoundry,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Hashtag,Beverage,Canada,
Gin,Tonic Water,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Gin,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ice,Large,tonic,last 6 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,@liamsteevenson,tonic,last year,0.0,-0.98953426,0,-0.99667776,0.0,Ingredient,Hashtag,Beverage,Canada,
Tonic,Ice,tonic,last month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Orange,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Tonic,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Vodka,tonic,last year,0.0,-1.0145494,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#drum,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#familyfun,#minigolf,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#groove,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#metal,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#minigolf,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#wine,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Wendys,Coke,ginger ale,last year,0.0,-0.9897162,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Coke,#wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Crackers,ginger ale,last 6 month,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Coke,Diet,ginger ale,last year,-0.1926,-0.76780266,2,0.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Coke,Sprite,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cola,Pimento,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Ginger Ale,ginger ale,last year,-0.5719,-57.190002,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Frozen,Coke,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,Ginger Ale,ginger ale,last year,-0.5719,1.597781,2,-0.33222592,0.0,Ingredient,Ingredient,Beverage,Canada,
Ginger Ale,Sprite,ginger ale,last year,-0.1838,-18.38,3,0.49751243,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Jack,Tequila,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Sprite,Ice,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sweet Pickles,@Jaguars,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tequila,@ETEAKI_T,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tuna,Coke,ginger ale,last 6 month,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tuna,Crackers,ginger ale,last 6 month,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Water,Diet,ginger ale,last 6 month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
#Soda,@readersdigest,soda,last year,0.0,-1.0379939,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beverage,Ginger,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#community,#happy,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#mojito,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#supercharged,#sparklingwater,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Carbonated,Seltzer,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Fructose,#HealthTip,soda,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Soda,Dried,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Soda,Red,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Bubly,soda,last 6 month,0.0,-0.96732026,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Vodka,#stayinnandbeoutout,soda,last 6 month,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
#RealColumbiaSC,#MarchMadness,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#TalkAt9,@Radio702,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#bluehenntonic,#spanishgin,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#chairmansreserve,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#chairmansreserve,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#chairmansreserve,Tonic,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craftcocktails,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,Tonic,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#gin&tonic,#bluehenntonic,tonic,last 3 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,Rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#howsyourheadhun,Tonic,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#wintersover,#spanishgin,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@CAEAirport,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@DoubleDutchMix,#chairmansreserve,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@DoubleDutchMix,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Angostura Bitters,#portlandbars,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ice,Large,tonic,last 3 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Angostura Bitters,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#Drinks,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#designinspo,@WindowTrendsHI,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#golf,#golfgalaxy,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,Coke,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#imnotchubby,Diet Coke,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#nothanks,Diet Coke,ginger ale,last year,0.0,0.0,2,200.0,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#pop,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#pop,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Baby,Coke,ginger ale,last year,0.0,0.0,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Cheese,Pimento,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Sugar,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold Water,Ginger Ale,ginger ale,last 3 month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
French,Coke,ginger ale,last 3 month,0.0,0.0,3,300.0,0.0,Motivation,Ingredient,Beverage,Canada,8.589969
Ginger Ale,Canada Dry,ginger ale,last year,0.0,-1.0324465,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Lime,#Enjoy,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Lime,Ice,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Orange,Ginger Ale,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sweet Pickles,Cheese,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tequila,@ETEAKI_T,ginger ale,last year,0.636,63.6,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Vanilla,#CherryCoke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#FitLife,Fructose,soda,last year,0.0,-0.97656983,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#NATURAL,#0calories,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#humanhappiness,#wellbeing,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,#NOTANAD,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#mojito,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@RootdHealth,#giveaway,soda,last 6 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Coca Cola,Soda,soda,last 6 month,0.025799999,2.58,2,200.0,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Fountain,Soda,soda,last year,0.0,0.0,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Game,Wonka,soda,last 6 month,-0.508,-50.800003,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Juice,Soda,soda,last year,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Lemonade,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Red,Bean Soup,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Seltzer,Shake,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Soda,Vanilla,soda,last year,0.128,12.8,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Apple Juice,soda,last year,0.0,-0.96732026,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Fructose,soda,last year,0.6093,60.93,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Onion,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Squid,Bean Soup,soda,last 6 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,Lime,soda,last year,0.296,29.6,4,400.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#Angular,Tonic,tonic,last month,0.6369,63.690002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#Ginvent,Tonic,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
#MarchMadness,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RealColumbiaSC,@columbiasc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#cocktails,Cranberry,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#cocktails,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craftcocktails,Rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,Tonic Water,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#wintersover,#gin&tonic,tonic,last 3 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@DoubleDutchMix,Cranberry,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@columbiasc,#MarchMadness,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Gin,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@Radio702,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Stick,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Motivation,Beverage,Canada,
Gin,Tonic,tonic,last 3 month,-0.65926665,-2.670211,3,-0.24937657,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
